Document,Question,Answer
Report_ERA14FA010_88253_2_2_2025 10_20_14 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA14FA066_88523_2_2_2025 10_20_11 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA14FA066_88523_2_2_2025 10_20_11 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_ERA14FA066_88523_2_2_2025 10_20_11 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_ERA14FA066_88523_2_2_2025 10_20_11 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA14FA066_88523_2_2_2025 10_20_11 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No
Report_ERA14FA066_88523_2_2_2025 10_20_11 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA14FA066_88523_2_2_2025 10_20_11 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The inform
Report_ERA14FA066_88523_2_2_2025 10_20_11 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_ERA14FA066_88523_2_2_2025 10_20_11 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA14FA066_88523_2_2_2025 10_20_11 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_ERA14FA066_88523_2_2_2025 10_20_11 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_ERA14FA066_88523_2_2_2025 10_20_11 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, not b"
Report_ERA14FA066_88523_2_2_2025 10_20_11 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA14FA066_88523_2_2_2025 10_20_11 AM.pdf,Is the physiological state one of the contributing factors to this accident?,"Yes, the p"
Report_ERA14FA066_88523_2_2_2025 10_20_11 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"Yes, menta"
Report_ERA14FA066_88523_2_2_2025 10_20_11 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,The invest
Report_ERA14FA066_88523_2_2_2025 10_20_11 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_ERA14FA066_88523_2_2_2025 10_20_11 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No.
Report_ERA14FA066_88523_2_2_2025 10_20_11 AM.pdf,Is routine violation one of the contributing factors to this accident?,The invest
Report_ERA14FA066_88523_2_2_2025 10_20_11 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA14FA115_88777_2_2_2025 10_20_06 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA14FA115_88777_2_2_2025 10_20_06 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_ERA14FA115_88777_2_2_2025 10_20_06 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_ERA14FA115_88777_2_2_2025 10_20_06 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA14FA115_88777_2_2_2025 10_20_06 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_ERA14FA115_88777_2_2_2025 10_20_06 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA14FA115_88777_2_2_2025 10_20_06 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_ERA14FA115_88777_2_2_2025 10_20_06 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_ERA14FA115_88777_2_2_2025 10_20_06 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA14FA115_88777_2_2_2025 10_20_06 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_ERA14FA115_88777_2_2_2025 10_20_06 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_ERA14FA115_88777_2_2_2025 10_20_06 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_ERA14FA115_88777_2_2_2025 10_20_06 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA14FA115_88777_2_2_2025 10_20_06 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_ERA14FA115_88777_2_2_2025 10_20_06 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,No
Report_ERA14FA115_88777_2_2_2025 10_20_06 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,The contri
Report_ERA14FA115_88777_2_2_2025 10_20_06 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_ERA14FA115_88777_2_2_2025 10_20_06 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_ERA14FA115_88777_2_2_2025 10_20_06 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA14FA115_88777_2_2_2025 10_20_06 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA14FA396_89911_2_2_2025 10_19_29 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA14FA396_89911_2_2_2025 10_19_29 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_ERA14FA396_89911_2_2_2025 10_19_29 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_ERA14FA396_89911_2_2_2025 10_19_29 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA14FA396_89911_2_2_2025 10_19_29 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_ERA14FA396_89911_2_2_2025 10_19_29 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA14FA396_89911_2_2_2025 10_19_29 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The invest
Report_ERA14FA396_89911_2_2_2025 10_19_29 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_ERA14FA396_89911_2_2_2025 10_19_29 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA14FA396_89911_2_2_2025 10_19_29 AM.pdf,Is the operational process one of the contributing factors to this accident?,The invest
Report_ERA14FA396_89911_2_2_2025 10_19_29 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_ERA14FA396_89911_2_2_2025 10_19_29 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The invest
Report_ERA14FA396_89911_2_2_2025 10_19_29 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA14FA396_89911_2_2_2025 10_19_29 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_ERA14FA396_89911_2_2_2025 10_19_29 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_ERA14FA396_89911_2_2_2025 10_19_29 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,The invest
Report_ERA14FA396_89911_2_2_2025 10_19_29 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_ERA14FA396_89911_2_2_2025 10_19_29 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_ERA14FA396_89911_2_2_2025 10_19_29 AM.pdf,Is routine violation one of the contributing factors to this accident?,The inform
Report_ERA14FA396_89911_2_2_2025 10_19_29 AM.pdf,Is exceptional error one of the contributing factors to this accident?,No
Report_ERA14FA461_90168_2_2_2025 10_13_14 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA14FA461_90168_2_2_2025 10_13_14 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_ERA14FA461_90168_2_2_2025 10_13_14 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,Yes
Report_ERA14FA461_90168_2_2_2025 10_13_14 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_ERA14FA461_90168_2_2_2025 10_13_14 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_ERA14FA461_90168_2_2_2025 10_13_14 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,Yes
Report_ERA14FA461_90168_2_2_2025 10_13_14 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_ERA14FA461_90168_2_2_2025 10_13_14 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_ERA14FA461_90168_2_2_2025 10_13_14 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA14FA461_90168_2_2_2025 10_13_14 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_ERA14FA461_90168_2_2_2025 10_13_14 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No.
Report_ERA14FA461_90168_2_2_2025 10_13_14 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, not b"
Report_ERA14FA461_90168_2_2_2025 10_13_14 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,"Yes, menta"
Report_ERA14FA461_90168_2_2_2025 10_13_14 AM.pdf,Is the physiological state one of the contributing factors to this accident?,"Yes, the p"
Report_ERA14FA461_90168_2_2_2025 10_13_14 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"Yes, both "
Report_ERA14FA461_90168_2_2_2025 10_13_14 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_ERA14FA461_90168_2_2_2025 10_13_14 AM.pdf,Are skill-based errors contributing factors to this accident?,"Yes, skill"
Report_ERA14FA461_90168_2_2_2025 10_13_14 AM.pdf,Is perceptual error one of the contributing factors to this accident?,Perceptual
Report_ERA14FA461_90168_2_2_2025 10_13_14 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA14FA461_90168_2_2_2025 10_13_14 AM.pdf,Is exceptional error one of the contributing factors to this accident?,No
Report_ERA15FA025_90293_2_2_2025 10_13_11 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA15FA025_90293_2_2_2025 10_13_11 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_ERA15FA025_90293_2_2_2025 10_13_11 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,Yes
Report_ERA15FA025_90293_2_2_2025 10_13_11 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA15FA025_90293_2_2_2025 10_13_11 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_ERA15FA025_90293_2_2_2025 10_13_11 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA15FA025_90293_2_2_2025 10_13_11 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_ERA15FA025_90293_2_2_2025 10_13_11 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_ERA15FA025_90293_2_2_2025 10_13_11 AM.pdf,Are tool or technology issues contributing factors to this accident?,Yes
Report_ERA15FA025_90293_2_2_2025 10_13_11 AM.pdf,Is the operational process one of the contributing factors to this accident?,The invest
Report_ERA15FA025_90293_2_2_2025 10_13_11 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Yes
Report_ERA15FA025_90293_2_2_2025 10_13_11 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The invest
Report_ERA15FA025_90293_2_2_2025 10_13_11 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA15FA025_90293_2_2_2025 10_13_11 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_ERA15FA025_90293_2_2_2025 10_13_11 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,No.
Report_ERA15FA025_90293_2_2_2025 10_13_11 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,No
Report_ERA15FA025_90293_2_2_2025 10_13_11 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_ERA15FA025_90293_2_2_2025 10_13_11 AM.pdf,Is perceptual error one of the contributing factors to this accident?,Yes
